Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary_numerical,salary_log
Marcus Smart,SG,25.0,BOS,60.0,40.0,32.0,4.3,11.4,0.375,2.3,6.6,0.34700000000000003,2.0,4.8,0.415,0.47600000000000003,2.1,2.5,0.836,0.7,3.1,3.8,4.9,1.7,0.5,1.7,2.7,12.9,13446428.0,16.414224052532337
Patrick Beverley,PG,31.0,LAC,51.0,50.0,26.3,2.9,6.7,0.431,1.6,4.0,0.38799999999999996,1.3,2.6,0.496,0.5479999999999999,0.6,0.9,0.66,1.1,4.1,5.2,3.6,1.1,0.5,1.3,3.1,7.9,13333333.0,16.405777698410102
Malik Beasley,SG,23.0,TOT,55.0,14.0,22.0,4.1,9.7,0.425,1.9,5.0,0.38799999999999996,2.2,4.7,0.465,0.525,1.0,1.2,0.818,0.3,2.4,2.7,1.4,0.7,0.1,1.0,1.4,11.2,13325895.0,16.405219692739944
Malik Beasley,SG,23.0,DEN,41.0,0.0,18.2,2.9,7.3,0.389,1.4,3.9,0.36,1.4,3.4,0.42100000000000004,0.485,0.8,0.9,0.868,0.2,1.7,1.9,1.2,0.8,0.1,0.9,1.2,7.9,13325895.0,16.405219692739944
Malik Beasley,SG,23.0,MIN,14.0,14.0,33.1,7.9,16.6,0.47200000000000003,3.5,8.2,0.426,4.4,8.4,0.517,0.5770000000000001,1.5,2.0,0.75,0.6,4.4,5.1,1.9,0.6,0.1,1.5,1.9,20.7,13325895.0,16.405219692739944
Patty Mills,PG,31.0,SAS,66.0,1.0,22.5,3.9,9.1,0.431,2.3,6.1,0.382,1.6,3.0,0.5329999999999999,0.56,1.5,1.7,0.866,0.3,1.3,1.6,1.8,0.8,0.1,0.8,1.6,11.6,13285714.0,16.40219988055684
Christian Wood,PF,24.0,DET,62.0,12.0,21.4,4.6,8.2,0.5670000000000001,0.9,2.3,0.386,3.8,5.9,0.636,0.62,2.9,3.9,0.7440000000000001,1.7,4.6,6.3,1.0,0.5,0.9,1.4,1.6,13.1,13015874.0,16.381680247440794
J.J. Redick,SG,35.0,NOP,60.0,36.0,26.4,4.8,10.5,0.45299999999999996,3.0,6.6,0.45299999999999996,1.8,3.9,0.45299999999999996,0.596,2.8,3.1,0.892,0.2,2.4,2.5,2.0,0.3,0.2,1.3,1.6,15.3,13013700.0,16.38151320667362
Justise Winslow,SG,23.0,MIA,11.0,5.0,32.0,4.5,11.7,0.38799999999999996,0.5,2.5,0.222,4.0,9.3,0.431,0.41100000000000003,1.6,2.5,0.667,1.5,5.2,6.6,4.0,0.6,0.5,2.2,3.5,11.3,13000000.0,16.38045991542581
Trevor Ariza,SF,34.0,TOT,53.0,21.0,28.2,2.7,6.1,0.43799999999999994,1.5,3.9,0.37200000000000005,1.2,2.2,0.556,0.557,1.2,1.4,0.838,0.6,4.0,4.6,1.7,1.3,0.3,1.1,2.1,8.0,12800000.0,16.364955728889846
Trevor Ariza,SF,34.0,SAC,32.0,0.0,24.7,2.0,5.2,0.38799999999999996,1.3,3.8,0.35200000000000004,0.7,1.3,0.488,0.518,0.7,0.8,0.778,0.7,3.9,4.6,1.6,1.1,0.2,0.9,2.0,6.0,12800000.0,16.364955728889846
Trevor Ariza,SF,34.0,POR,21.0,21.0,33.4,3.7,7.6,0.491,1.6,4.0,0.4,2.1,3.5,0.595,0.597,2.0,2.2,0.872,0.6,4.1,4.8,2.0,1.6,0.4,1.3,2.3,11.0,12800000.0,16.364955728889846
Brook Lopez,C,31.0,MIL,68.0,67.0,26.7,4.3,9.9,0.435,1.5,4.8,0.314,2.8,5.1,0.5489999999999999,0.511,1.9,2.2,0.836,0.9,3.7,4.6,1.5,0.7,2.4,1.0,2.4,12.0,12697675.0,16.356929463803162
Dion Waiters,SG,28.0,TOT,10.0,0.0,20.7,4.1,9.9,0.414,1.5,4.7,0.319,2.6,5.2,0.5,0.49,1.4,1.7,0.8240000000000001,0.2,2.2,2.4,2.0,0.4,0.6,1.6,2.1,11.1,12650000.0,16.353167773137802
Dion Waiters,SG,28.0,MIA,3.0,0.0,14.0,3.3,8.7,0.385,2.7,5.7,0.47100000000000003,0.7,3.0,0.222,0.5379999999999999,0.0,0.3,0.0,0.0,3.7,3.7,1.0,0.0,0.7,1.0,1.7,9.3,12650000.0,16.353167773137802
Dion Waiters,SG,28.0,LAL,7.0,0.0,23.6,4.4,10.4,0.425,1.0,4.3,0.233,3.4,6.1,0.5579999999999999,0.473,2.0,2.3,0.875,0.3,1.6,1.9,2.4,0.6,0.6,1.9,2.3,11.9,12650000.0,16.353167773137802
Cory Joseph,PG,28.0,SAC,72.0,26.0,24.4,2.4,5.7,0.415,0.8,2.2,0.35200000000000004,1.6,3.5,0.455,0.483,0.8,1.0,0.857,0.6,2.0,2.6,3.5,0.7,0.3,1.1,1.8,6.4,12600000.0,16.349207371921707
Markelle Fultz,PG,21.0,ORL,72.0,60.0,27.7,5.0,10.7,0.465,0.5,1.9,0.267,4.5,8.8,0.507,0.488,1.6,2.2,0.73,0.6,2.7,3.3,5.1,1.3,0.2,2.0,2.0,12.1,12288697.0,16.324190454766168
Kelly Olynyk,C,28.0,MIA,67.0,9.0,19.4,2.7,5.9,0.462,1.4,3.5,0.406,1.3,2.4,0.5429999999999999,0.5820000000000001,1.3,1.5,0.86,0.7,3.9,4.6,1.7,0.7,0.3,1.1,2.6,8.2,12198243.0,16.316802482938687
Tony Snell,SF,28.0,DET,59.0,57.0,27.8,2.9,6.5,0.445,1.7,4.3,0.402,1.2,2.2,0.531,0.579,0.5,0.5,1.0,0.2,1.7,1.9,2.2,0.5,0.3,0.5,1.7,8.0,12178571.0,16.31518848988197
Robert Covington,PF-C,29.0,TOT,70.0,68.0,30.5,4.4,10.3,0.42200000000000004,2.3,6.9,0.335,2.1,3.5,0.593,0.5329999999999999,1.4,1.8,0.7979999999999999,0.9,5.7,6.6,1.3,1.6,1.3,1.5,3.1,12.4,12138345.0,16.311880008107966
Robert Covington,PF,29.0,MIN,48.0,47.0,29.4,4.5,10.3,0.435,2.3,6.5,0.34600000000000003,2.3,3.8,0.5870000000000001,0.544,1.6,2.0,0.7979999999999999,0.8,5.2,6.0,1.2,1.7,0.9,1.5,3.1,12.8,12138345.0,16.311880008107966
Robert Covington,C,29.0,HOU,22.0,21.0,33.0,4.0,10.3,0.392,2.4,7.6,0.315,1.6,2.7,0.61,0.509,1.1,1.4,0.8,1.2,6.8,8.0,1.5,1.6,2.2,1.4,3.3,11.6,12138345.0,16.311880008107966
Kentavious Caldwell-Pope,SG,26.0,LAL,69.0,26.0,25.5,3.4,7.3,0.467,1.3,3.5,0.385,2.1,3.9,0.541,0.5579999999999999,1.1,1.5,0.775,0.6,1.5,2.1,1.6,0.8,0.2,0.9,1.9,9.3,12073020.0,16.306483768902236
Jusuf Nurkić,C,25.0,POR,8.0,8.0,31.6,6.8,13.6,0.495,0.3,1.3,0.2,6.5,12.4,0.525,0.505,3.9,4.4,0.8859999999999999,2.9,7.4,10.3,4.0,1.4,2.0,2.4,4.9,17.6,12000000.0,16.300417207752275
T.J. Warren,SF,26.0,IND,67.0,67.0,32.9,8.0,14.9,0.536,1.4,3.4,0.40299999999999997,6.6,11.5,0.575,0.581,2.5,3.0,0.8190000000000001,1.0,3.2,4.2,1.5,1.2,0.5,1.3,2.8,19.8,11750000.0,16.279363798554442
Larry Nance Jr.,PF,27.0,CLE,56.0,10.0,26.3,4.1,7.7,0.531,1.0,2.8,0.35200000000000004,3.1,4.9,0.636,0.596,0.9,1.3,0.6759999999999999,1.9,5.4,7.3,2.2,1.0,0.4,1.1,1.6,10.1,11709091.0,16.275876106600133
Jordan Clarkson,SG,27.0,TOT,71.0,2.0,24.0,5.5,12.2,0.45399999999999996,2.1,5.8,0.368,3.4,6.4,0.5329999999999999,0.542,1.9,2.3,0.836,0.7,1.9,2.6,1.9,0.6,0.2,1.4,1.5,15.2,11500000.0,16.25785759333348
Jordan Clarkson,SG,27.0,CLE,29.0,0.0,23.0,5.0,11.2,0.442,2.0,5.5,0.371,2.9,5.8,0.509,0.532,2.6,3.0,0.884,0.7,1.7,2.4,2.4,0.6,0.3,1.3,1.1,14.6,11500000.0,16.25785759333348
Jordan Clarkson,SG,27.0,UTA,42.0,2.0,24.7,6.0,12.9,0.462,2.2,6.0,0.366,3.7,6.8,0.547,0.5479999999999999,1.5,1.9,0.785,0.7,2.1,2.8,1.6,0.7,0.2,1.4,1.8,15.6,11500000.0,16.25785759333348
Spencer Dinwiddie,PG,26.0,BRK,64.0,49.0,31.2,6.6,16.0,0.415,1.9,6.3,0.308,4.7,9.7,0.485,0.47600000000000003,5.4,7.0,0.778,0.5,3.0,3.5,6.8,0.6,0.3,2.7,2.8,20.6,11454048.0,16.253853762602905
Dillon Brooks,SG,24.0,MEM,73.0,73.0,28.9,6.0,14.6,0.40700000000000003,2.0,5.6,0.358,3.9,9.0,0.43799999999999994,0.47600000000000003,2.2,2.8,0.8079999999999999,0.9,2.4,3.3,2.1,0.9,0.4,1.7,3.8,16.2,11400000.0,16.249123913364723
Lonzo Ball,PG,22.0,NOP,63.0,54.0,32.1,4.4,10.9,0.40299999999999997,2.3,6.3,0.375,2.0,4.6,0.442,0.511,0.7,1.2,0.5660000000000001,1.1,5.0,6.1,7.0,1.4,0.6,3.1,2.0,11.8,11003782.0,16.213749589852537
Norman Powell,SG,26.0,TOR,52.0,26.0,28.4,5.7,11.5,0.495,2.1,5.3,0.39899999999999997,3.6,6.3,0.575,0.586,2.5,2.9,0.843,0.5,3.2,3.7,1.8,1.2,0.4,1.5,2.1,16.0,10865952.0,16.201144788634924
Joe Ingles,PF,32.0,UTA,72.0,45.0,29.7,3.4,7.7,0.445,2.0,4.9,0.39899999999999997,1.5,2.8,0.525,0.5720000000000001,1.0,1.3,0.787,0.4,3.5,3.9,5.2,0.9,0.2,2.0,2.1,9.8,10863637.0,16.200931715114873
Josh Richardson,SG,26.0,PHI,55.0,53.0,30.8,5.1,11.7,0.43,1.5,4.5,0.341,3.5,7.2,0.486,0.496,2.1,2.6,0.809,0.7,2.4,3.2,2.9,0.9,0.7,1.9,2.5,13.7,10800000.0,16.195056692094447
Jeremy Lamb,SG,27.0,IND,46.0,42.0,28.1,4.7,10.4,0.451,1.2,3.4,0.335,3.5,7.0,0.508,0.506,2.0,2.4,0.836,0.5,3.8,4.3,2.1,1.2,0.5,1.1,2.3,12.5,10500000.0,16.166885815127753
DeAndre Jordan,C,31.0,BRK,56.0,6.0,22.0,3.4,5.1,0.6659999999999999,0.0,0.0,0.0,3.4,5.1,0.6659999999999999,0.6659999999999999,1.5,2.2,0.68,2.5,7.5,10.0,1.9,0.3,0.9,1.3,2.0,8.3,10375678.0,16.154974971343446
Zion Williamson,PF,19.0,NOP,24.0,24.0,27.8,8.8,15.0,0.583,0.3,0.6,0.429,8.5,14.4,0.59,0.5920000000000001,4.8,7.4,0.64,2.7,3.6,6.3,2.1,0.7,0.4,2.5,1.8,22.5,10245480.0,16.1423471906806
Dwight Powell,C,28.0,DAL,40.0,37.0,26.5,3.7,5.7,0.638,0.3,1.0,0.256,3.4,4.8,0.716,0.659,1.9,2.8,0.667,1.9,3.8,5.7,1.5,0.9,0.6,0.9,2.6,9.4,10185185.0,16.136444771444697
Rodney Hood,SF,27.0,POR,21.0,21.0,29.5,4.1,8.2,0.506,1.7,3.4,0.493,2.5,4.8,0.515,0.608,1.0,1.3,0.778,0.5,3.0,3.4,1.5,0.8,0.2,0.9,2.2,11.0,10047450.0,16.12282942893083
Deandre Ayton,C,21.0,PHO,38.0,32.0,32.5,8.2,14.9,0.546,0.1,0.3,0.231,8.1,14.6,0.5529999999999999,0.5479999999999999,1.8,2.3,0.753,3.9,7.6,11.5,1.9,0.7,1.5,2.1,3.1,18.2,10018200.0,16.119913996765103
Tomáš Satoranský,SG,28.0,CHI,65.0,64.0,28.9,3.6,8.5,0.43,1.0,3.1,0.322,2.7,5.4,0.491,0.488,1.6,1.9,0.8759999999999999,1.2,2.7,3.9,5.4,1.2,0.1,2.0,2.1,9.9,10000000.0,16.11809565095832
Paul Millsap,PF,34.0,DEN,51.0,48.0,24.3,4.1,8.6,0.48200000000000004,1.1,2.4,0.435,3.1,6.2,0.5,0.5429999999999999,2.3,2.8,0.816,1.9,3.8,5.7,1.6,0.9,0.6,1.4,2.9,11.6,10000000.0,16.11809565095832
Jayson Tatum,PF,21.0,BOS,66.0,66.0,34.3,8.4,18.6,0.45,2.9,7.1,0.40299999999999997,5.5,11.5,0.48,0.527,3.8,4.7,0.812,1.0,6.0,7.0,3.0,1.4,0.9,2.3,2.1,23.4,9897120.0,16.10775436369165
Meyers Leonard,C,27.0,MIA,51.0,49.0,20.3,2.3,4.6,0.509,1.0,2.5,0.414,1.3,2.1,0.623,0.622,0.4,0.5,0.643,0.6,4.5,5.1,1.1,0.3,0.3,0.8,2.1,6.1,9756098.0,16.093403083367946
Al-Farouq Aminu,PF,29.0,ORL,18.0,2.0,21.1,1.4,4.8,0.29100000000000004,0.5,2.0,0.25,0.9,2.8,0.32,0.34299999999999997,1.1,1.6,0.655,1.3,3.5,4.8,1.2,1.0,0.4,0.9,1.5,4.3,9720900.0,16.089788764742785
Dante Exum,SG,24.0,TOT,35.0,1.0,13.9,1.6,3.4,0.47100000000000003,0.4,1.2,0.349,1.2,2.2,0.539,0.534,0.9,1.2,0.7440000000000001,0.3,1.6,1.9,1.1,0.4,0.2,0.9,1.1,4.5,9600000.0,16.077273656438063
Dante Exum,SG,24.0,UTA,11.0,0.0,7.5,0.9,2.1,0.435,0.2,0.5,0.33299999999999996,0.7,1.5,0.47100000000000003,0.478,0.2,0.2,1.0,0.3,0.8,1.1,0.6,0.1,0.2,0.9,0.7,2.2,9600000.0,16.077273656438063
Dante Exum,SG,24.0,CLE,24.0,1.0,16.8,1.9,4.0,0.479,0.5,1.5,0.35100000000000003,1.4,2.5,0.5589999999999999,0.547,1.3,1.7,0.732,0.4,1.9,2.3,1.4,0.5,0.3,0.9,1.3,5.6,9600000.0,16.077273656438063
George Hill,PG,33.0,MIL,59.0,2.0,21.5,3.3,6.4,0.516,1.4,3.0,0.46,1.9,3.4,0.565,0.624,1.4,1.7,0.8420000000000001,0.8,2.2,3.0,3.1,0.8,0.1,1.0,1.4,9.4,9590602.0,16.076294218612063
Kyle Anderson,SF,26.0,MEM,67.0,28.0,19.9,2.3,4.9,0.474,0.4,1.3,0.282,2.0,3.7,0.541,0.511,0.8,1.2,0.667,0.9,3.4,4.3,2.4,0.8,0.6,1.0,1.7,5.8,9505100.0,16.067339054627862
Derrick Jones Jr.,SF,22.0,MIA,59.0,16.0,23.3,3.1,5.9,0.527,0.6,2.2,0.28,2.5,3.7,0.677,0.58,1.6,2.1,0.772,1.1,2.8,3.9,1.1,1.0,0.6,0.5,2.2,8.5,9268293.0,16.042109778190923
Jae Crowder,SF-PF,29.0,TOT,65.0,53.0,28.8,3.5,8.7,0.401,2.1,6.1,0.34299999999999997,1.4,2.6,0.5379999999999999,0.521,1.5,1.9,0.7759999999999999,0.8,5.1,5.9,2.5,1.1,0.4,1.1,2.2,10.5,9258000.0,16.040998600573353
Jae Crowder,SF,29.0,MEM,45.0,45.0,29.4,3.3,8.9,0.368,1.7,5.9,0.293,1.5,3.0,0.519,0.466,1.7,2.1,0.789,0.9,5.3,6.2,2.8,1.0,0.3,1.2,1.9,9.9,9258000.0,16.040998600573353
Jae Crowder,PF,29.0,MIA,20.0,8.0,27.7,4.0,8.2,0.48200000000000004,2.9,6.4,0.445,1.1,1.8,0.611,0.655,1.1,1.5,0.733,0.6,4.8,5.4,1.8,1.3,0.5,0.8,2.9,11.9,9258000.0,16.040998600573353
Derrick Favors,C,28.0,NOP,51.0,49.0,24.4,4.1,6.6,0.617,0.0,0.1,0.14300000000000002,4.1,6.5,0.627,0.618,0.8,1.4,0.563,3.2,6.6,9.8,1.6,0.6,0.9,1.1,2.1,9.0,9258000.0,16.040998600573353
Montrezl Harrell,C,26.0,LAC,63.0,2.0,27.8,7.5,12.9,0.58,0.0,0.3,0.0,7.5,12.6,0.593,0.58,3.7,5.6,0.6579999999999999,2.6,4.5,7.1,1.7,0.6,1.1,1.7,2.3,18.6,9258000.0,16.040998600573353
Tristan Thompson,PF,28.0,CLE,57.0,51.0,30.2,5.1,9.9,0.512,0.2,0.4,0.391,4.9,9.5,0.518,0.52,1.7,2.8,0.615,4.0,6.2,10.1,2.1,0.6,0.9,1.8,2.2,12.0,9258000.0,16.040998600573353
Serge Ibaka,C,30.0,TOR,55.0,27.0,27.0,6.2,12.2,0.512,1.3,3.3,0.385,5.0,8.9,0.5589999999999999,0.564,1.6,2.3,0.718,2.1,6.1,8.2,1.4,0.5,0.8,2.0,2.8,15.4,9258000.0,16.040998600573353
Ja Morant,PG,20.0,MEM,67.0,67.0,31.0,6.7,14.0,0.47700000000000004,0.9,2.7,0.335,5.8,11.3,0.511,0.509,3.6,4.6,0.7759999999999999,0.8,3.1,3.9,7.3,0.9,0.3,3.3,1.6,17.8,9166800.0,16.031098819317453
Delon Wright,PG,27.0,DAL,73.0,5.0,21.5,2.6,5.6,0.462,0.6,1.7,0.37,2.0,3.9,0.504,0.519,1.1,1.4,0.77,1.0,2.9,3.8,3.3,1.2,0.3,1.0,1.3,6.9,9000000.0,16.012735135300492
Marvin Bagley III,C,20.0,SAC,13.0,6.0,25.7,6.0,12.8,0.467,0.3,1.7,0.182,5.7,11.2,0.51,0.479,1.9,2.4,0.8059999999999999,2.2,5.2,7.5,0.8,0.5,0.9,1.4,3.3,14.2,8963640.0,16.008686952453925
Cedi Osman,SF,24.0,CLE,65.0,65.0,29.4,4.1,9.4,0.43700000000000006,1.9,4.9,0.38299999999999995,2.2,4.4,0.49700000000000005,0.5379999999999999,1.0,1.4,0.67,0.6,3.0,3.6,2.4,0.8,0.2,1.4,2.5,11.0,8750000.0,15.984564258333798
Dario Šarić,PF,25.0,PHO,66.0,51.0,24.7,3.9,8.2,0.47600000000000003,1.3,3.6,0.35700000000000004,2.6,4.6,0.568,0.5539999999999999,1.6,1.9,0.8440000000000001,1.5,4.6,6.2,1.9,0.6,0.2,1.3,2.4,10.7,8333333.0,15.935774054164364
Thomas Bryant,C,22.0,WAS,46.0,36.0,24.9,5.3,9.1,0.581,0.8,2.0,0.40700000000000003,4.5,7.1,0.63,0.626,1.9,2.5,0.741,2.1,5.1,7.2,1.8,0.5,1.1,1.2,2.2,13.2,8333333.0,15.935774054164364
Maxi Kleber,PF,28.0,DAL,74.0,21.0,25.5,3.2,6.9,0.461,1.6,4.3,0.373,1.6,2.6,0.605,0.5770000000000001,1.1,1.3,0.8490000000000001,1.5,3.7,5.2,1.2,0.3,1.1,0.8,2.4,9.1,8250000.0,15.925723758310864
RJ Barrett,SG,19.0,NYK,56.0,55.0,30.4,5.2,13.0,0.402,1.1,3.5,0.32,4.1,9.5,0.43200000000000005,0.445,2.8,4.5,0.614,0.9,4.1,5.0,2.6,1.0,0.3,2.2,2.2,14.3,8231760.0,15.92351040155207
Jakob Poeltl,C,24.0,SAS,66.0,18.0,17.7,2.5,4.0,0.624,0.0,0.0,0.0,2.5,4.0,0.624,0.624,0.6,1.3,0.465,2.0,3.7,5.7,1.8,0.6,1.4,0.8,1.9,5.6,8101852.0,15.907603235483384
De'Aaron Fox,PG,22.0,SAC,51.0,49.0,32.0,7.7,16.0,0.48,1.1,3.6,0.292,6.6,12.4,0.535,0.513,4.7,6.7,0.705,0.7,3.2,3.8,6.8,1.5,0.5,3.1,2.8,21.1,8099627.0,15.907328569199645
Luka Dončić,PG,20.0,DAL,61.0,61.0,33.6,9.5,20.6,0.46299999999999997,2.8,8.9,0.316,6.7,11.7,0.574,0.531,7.0,9.2,0.758,1.3,8.1,9.4,8.8,1.0,0.2,4.3,2.5,28.8,8049360.0,15.901103143128617
Royce O'Neale,SF,26.0,UTA,71.0,62.0,28.9,2.2,5.1,0.433,1.3,3.4,0.377,0.9,1.7,0.545,0.5589999999999999,0.6,0.8,0.764,0.4,5.1,5.5,2.5,0.8,0.5,0.9,2.8,6.3,8035714.0,15.899406414437934
Mason Plumlee,C,29.0,DEN,61.0,1.0,17.3,2.9,4.7,0.615,0.0,0.1,0.0,2.9,4.6,0.625,0.615,1.4,2.5,0.535,1.6,3.6,5.2,2.5,0.5,0.6,1.3,2.3,7.2,8000000.0,15.89495209964411
Lou Williams,PG,33.0,LAC,65.0,8.0,28.7,6.0,14.4,0.418,1.7,4.8,0.35200000000000004,4.3,9.6,0.451,0.47700000000000004,4.5,5.2,0.861,0.5,2.6,3.1,5.6,0.7,0.2,2.8,1.2,18.2,8000000.0,15.89495209964411
P.J. Tucker,PF,34.0,HOU,72.0,72.0,34.3,2.5,5.9,0.415,1.5,4.2,0.358,1.0,1.8,0.551,0.541,0.5,0.7,0.813,1.6,5.1,6.6,1.6,1.1,0.5,1.0,3.2,6.9,7969537.0,15.891136956230762
Tyus Jones,PG,23.0,MEM,65.0,6.0,19.0,3.0,6.6,0.45899999999999996,0.7,1.9,0.379,2.3,4.7,0.49200000000000005,0.514,0.7,0.9,0.741,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7,7.4,7965100.0,15.890580056175283
Seth Curry,SG,29.0,DAL,64.0,25.0,24.6,4.4,9.0,0.495,2.3,5.0,0.452,2.2,4.0,0.5489999999999999,0.621,1.3,1.5,0.825,0.4,1.8,2.3,1.9,0.6,0.1,1.0,1.8,12.4,7813953.0,15.871421539733914
De'Anthony Melton,PG,21.0,MEM,60.0,8.0,19.5,2.7,6.7,0.401,0.7,2.3,0.28600000000000003,2.0,4.4,0.46399999999999997,0.451,1.6,2.0,0.769,0.7,3.0,3.7,2.9,1.3,0.3,1.4,1.8,7.6,7812500.0,15.871235573026794
Derrick Rose,PG,31.0,DET,50.0,15.0,26.0,7.4,15.1,0.49,0.9,2.9,0.306,6.5,12.1,0.535,0.52,2.4,2.8,0.871,0.5,1.9,2.4,5.6,0.8,0.3,2.5,1.0,18.1,7682927.0,15.854511152307822
Cristiano Felício,C,27.0,CHI,22.0,0.0,17.5,1.5,2.5,0.63,0.0,0.1,0.0,1.5,2.4,0.654,0.63,0.8,1.0,0.7829999999999999,2.5,2.1,4.6,0.7,0.5,0.1,0.8,1.5,3.9,7529020.0,15.834275445224003
Rajon Rondo,PG,33.0,LAL,48.0,3.0,20.5,2.9,6.8,0.418,0.9,2.6,0.32799999999999996,2.0,4.2,0.473,0.48,0.6,0.9,0.659,0.5,2.5,3.0,5.0,0.8,0.0,1.9,1.2,7.1,7500000.0,15.830413578506539
De'Andre Hunter,SF,22.0,ATL,63.0,62.0,32.0,4.4,10.8,0.41,1.7,4.8,0.355,2.7,6.0,0.45399999999999996,0.489,1.7,2.3,0.764,0.7,3.8,4.5,1.8,0.7,0.3,1.6,2.9,12.3,7422000.0,15.81995912060268
Jonathan Isaac,PF,22.0,ORL,34.0,32.0,28.8,4.6,9.8,0.47,0.9,2.8,0.34,3.6,7.0,0.521,0.518,1.8,2.3,0.779,1.7,5.1,6.8,1.4,1.6,2.3,1.4,2.4,11.9,7362566.0,15.81191907124815
Doug McDermott,PF,28.0,IND,69.0,0.0,19.9,3.9,7.9,0.488,1.9,4.3,0.435,2.0,3.7,0.5489999999999999,0.605,0.7,0.8,0.828,0.4,2.1,2.5,1.1,0.2,0.1,0.6,1.7,10.3,7333333.0,15.807940677199934
Robin Lopez,C,31.0,MIL,66.0,5.0,14.5,2.2,4.5,0.49200000000000005,0.5,1.6,0.33299999999999996,1.7,2.9,0.5770000000000001,0.55,0.4,0.8,0.528,0.8,1.6,2.4,0.7,0.2,0.7,1.0,1.5,5.4,7300000.0,15.80338490611862
Jaren Jackson Jr.,C,20.0,MEM,57.0,57.0,28.5,6.2,13.2,0.469,2.5,6.5,0.39399999999999996,3.6,6.8,0.54,0.565,2.4,3.3,0.747,1.0,3.6,4.6,1.4,0.7,1.6,1.7,4.1,17.4,7257360.0,15.797526684305607
JaMychal Green,PF,29.0,LAC,63.0,1.0,20.7,2.4,5.6,0.429,1.5,3.8,0.387,0.9,1.8,0.518,0.56,0.6,0.8,0.75,1.2,4.9,6.2,0.8,0.5,0.4,0.9,2.8,6.8,7199760.0,15.789558250097382
Nemanja Bjelica,PF,31.0,SAC,72.0,67.0,27.9,4.4,9.1,0.48100000000000004,1.9,4.4,0.419,2.5,4.6,0.541,0.583,1.0,1.2,0.821,1.5,4.8,6.4,2.8,0.9,0.6,1.4,3.0,11.5,7150000.0,15.78262291467019
Ivica Zubac,C,22.0,LAC,72.0,70.0,18.4,3.3,5.3,0.613,0.0,0.0,0.0,3.3,5.3,0.616,0.613,1.7,2.3,0.747,2.7,4.8,7.5,1.1,0.2,0.9,0.8,2.3,8.3,7000000.0,15.761420707019587
Aron Baynes,C,33.0,PHO,42.0,28.0,22.2,4.4,9.1,0.48,1.4,4.0,0.35100000000000003,3.0,5.1,0.5820000000000001,0.5579999999999999,1.3,1.8,0.747,1.7,4.0,5.6,1.6,0.2,0.5,1.2,3.4,11.5,6975610.0,15.757930337044852
Lauri Markkanen,PF,22.0,CHI,50.0,50.0,29.8,5.0,11.8,0.425,2.2,6.3,0.344,2.8,5.5,0.518,0.517,2.5,3.1,0.8240000000000001,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9,14.7,6731508.0,15.722309747843118
Darius Garland,SG,20.0,CLE,59.0,59.0,30.9,4.7,11.8,0.401,1.8,5.0,0.355,3.0,6.8,0.434,0.47600000000000003,1.1,1.2,0.875,0.5,1.4,1.9,3.9,0.7,0.1,2.6,1.6,12.3,6720720.0,15.720705849617088
D.J. Augustin,PG,32.0,ORL,57.0,13.0,24.9,3.2,8.1,0.39899999999999997,1.2,3.5,0.348,2.0,4.6,0.43799999999999994,0.475,2.8,3.2,0.89,0.4,1.8,2.1,4.6,0.6,0.0,1.5,1.3,10.5,6666667.0,15.712630592850154
Trae Young,PG,21.0,ATL,60.0,60.0,35.3,9.1,20.8,0.43700000000000006,3.4,9.5,0.361,5.7,11.4,0.501,0.519,8.0,9.3,0.86,0.5,3.7,4.3,9.3,1.1,0.1,4.8,1.7,29.6,6571800.0,15.698298325539893
Jabari Parker,PF,24.0,TOT,38.0,23.0,24.1,5.8,11.3,0.51,0.8,3.1,0.26899999999999996,4.9,8.2,0.603,0.5479999999999999,1.6,2.1,0.753,1.6,4.0,5.6,1.8,1.2,0.4,1.7,2.6,14.0,6500000.0,15.687312734865866
Jabari Parker,PF,24.0,ATL,32.0,23.0,26.2,6.2,12.3,0.504,1.0,3.6,0.27,5.2,8.7,0.601,0.5429999999999999,1.7,2.3,0.736,1.7,4.3,6.0,1.8,1.3,0.5,1.9,2.9,15.0,6500000.0,15.687312734865866
Jabari Parker,PF,24.0,SAC,6.0,0.0,13.3,3.5,6.0,0.583,0.2,0.7,0.25,3.3,5.3,0.625,0.597,1.3,1.5,0.889,1.2,2.7,3.8,1.7,0.5,0.2,0.7,1.0,8.5,6500000.0,15.687312734865866
Juan Hernangómez,PF,24.0,TOT,48.0,14.0,17.4,2.1,5.1,0.405,0.9,2.7,0.341,1.2,2.5,0.475,0.494,0.9,1.5,0.62,0.9,3.2,4.1,0.8,0.4,0.2,0.7,1.3,6.0,6493000.0,15.686235231490624
Juan Hernangómez,PF,24.0,DEN,34.0,0.0,12.4,1.1,3.2,0.345,0.4,1.8,0.25,0.7,1.5,0.46,0.414,0.5,0.7,0.64,0.7,2.1,2.8,0.6,0.1,0.1,0.5,0.9,3.1,6493000.0,15.686235231490624
